ID	logFC	AveExpr	t	P.Value	adj.P.Val	B
14613	205165_at	0.360704864415951	3.50316641189127	3.07419864268068	0.00546659892741865	0.0526857564527789	-2.37567555321312
46001	236751_at	-0.224966734799315	4.12290690037274	-3.07388550994544	0.0054706173087379	0.0527151923431873	-2.37635321866421
16612	207165_at	-0.81014389617068	4.14424371144754	-3.07360753956859	0.00547418684007976	0.0527217131374601	-2.37695476546794
28661	219376_at	-0.482698407683309	3.80836085389673	-3.07352220311962	0.00547528313016664	0.0527229843504511	-2.37713943517465
32018	222738_at	0.343903232043526	2.35718038096789	3.07315494188584	0.00548000363083491	0.0527591474759462	-2.37793417312248
12337	202887_s_at	0.809803202636375	6.44711849666247	3.07286145929512	0.00548377865261891	0.0527861968013977	-2.3785692310555
22931	213630_at	0.436244759092218	4.06496646618232	3.07235593698464	0.00549028698038962	0.0528222940692715	-2.37966306078247
2976	1556389_at	0.42545729449276	3.07736246498738	3.07226621126644	0.00549144292759702	0.0528222940692715	-2.37985719864159
12535	203085_s_at	1.03198547736801	4.86660292878981	3.07219509867035	0.00549235924616019	0.0528222940692715	-2.38001106209457
17731	208306_x_at	0.906016680444392	9.64041612390865	3.07185875177269	0.00549669522596262	0.0528403808290327	-2.38073878382016
30994	221713_s_at	0.353143210466176	4.09789739769317	3.07185566346359	0.00549673505383145	0.0528403808290327	-2.38074546555887
31213	221932_s_at	-0.419146688284392	8.18627314278991	-3.0718243260574	0.00549713920723434	0.0528403808290327	-2.38081326573814
21487	212180_at	-0.348418135352675	6.57282806600018	-3.07120970433132	0.00550507166859416	0.0529073287889587	-2.38214297965312
32474	223195_s_at	-0.653589822176967	6.15424820565095	-3.07109010341331	0.00550661654822031	0.0529128751799553	-2.38240172046318
15208	205760_s_at	0.30416169248367	5.21128733389457	3.06922473456971	0.00553076551825068	0.0530982624601151	-2.38643669994292
11694	202245_at	-0.519842678317668	6.26248036798085	-3.06819700074897	0.00554411403235439	0.0531983914915718	-2.3886593891834
17721	208296_x_at	1.08826719677405	6.64172908531682	3.06807374873705	0.00554571694736905	0.0532025580357076	-2.38892592823410
18335	208919_s_at	-0.52251951567128	7.70098624749876	-3.0680139815994	0.00554649439055387	0.0532025580357076	-2.3890551763772
12494	203044_at	0.491881081826964	5.87383013760276	3.06716998855958	0.00555748414986795	0.0532881939608941	-2.39088023218079
47049	237799_at	0.391267672463187	4.11684429775724	3.06710386436388	0.00555834604771795	0.0532881939608941	-2.39102321140346
53231	243980_at	0.252600073324577	2.87118472049669	3.06696780574644	0.00556011991268272	0.0532920000552546	-2.39131740490922
27355	218069_at	-0.542389817624498	7.32560299853614	-3.06678052194728	0.00556256251749746	0.0532920000552546	-2.39172235214597
18579	209164_s_at	-0.705068007240214	6.12100170415327	-3.06677443891436	0.00556264187133678	0.0532920000552546	-2.39173550479203
28557	219272_at	0.318963840605195	4.95436763096316	3.06584184410368	0.00557482057146632	0.0533716611843806	-2.39375182918601
20918	211592_s_at	0.297449435653883	2.50189543248921	3.06576404191838	0.00557583774458495	0.0533716611843806	-2.39392003139131
28502	219217_at	-0.550263034835167	5.29503000227496	-3.06508478865215	0.00558472578204288	0.0534308699950091	-2.3953884537667
35822	226565_at	-0.551063819492831	5.40319484265503	-3.06507813545457	0.00558481290661516	0.0534308699950091	-2.39540283615404
4510	1558953_s_at	0.91842913748953	6.2144233004627	3.06499265663992	0.00558593238027383	0.0534308699950091	-2.39558761682459
18310	208894_at	1.22090366285728	9.70508792814606	3.06440630899126	0.00559361730866718	0.0534819364335938	-2.39685507872068
18688	209273_s_at	-0.525481890915098	6.25607439424555	-3.06432526493316	0.00559468030757821	0.0534819364335938	-2.39703025798393
44731	235481_at	0.145371397631062	2.1266693231019	3.06427025212951	0.0055954019832862	0.0534819364335938	-2.39714916886091
24031	214734_at	-1.55691267940741	6.23727356436329	-3.06421232262627	0.00559616201804463	0.0534819364335938	-2.39727438333262
22009	212703_at	-0.449050595049763	5.54862653051702	-3.06395206578386	0.00559957781242955	0.0534976015401199	-2.3978369165763
38273	229018_at	-0.329238529156735	5.5158591137342	-3.06386381326128	0.00560073655629897	0.0534976015401199	-2.39802766618276
20584	211224_s_at	-0.862053253339623	3.15489834867629	-3.06363818280448	0.00560370010344682	0.0535125697335078	-2.39851533577308
36711	227455_at	-1.10357503929275	6.38242627137602	-3.06359548598589	0.00560426107533728	0.0535125697335078	-2.39860761759098
251	1552613_s_at	-0.88598726166871	5.7349123794246	-3.06339927526524	0.00560683968361695	0.0535278434960287	-2.39903168689051
25037	215743_at	-0.259866494985427	2.43929903682373	-3.06330547403405	0.00560807282611568	0.0535302691633859	-2.39923441534850
39306	230051_at	-0.414807081681023	2.94809634110132	-3.0622329275848	0.00562219144941617	0.0536088799261997	-2.40155229249439
15340	205892_s_at	-1.39302045057117	12.6586954848313	-3.06215040412069	0.00562327917524014	0.0536099021632528	-2.40173062075489
19463	210057_at	-0.311372756663129	2.24646048789395	-3.06200816441741	0.00562515448463838	0.0536184312147147	-2.40203798787834
16093	206646_at	0.324511191898034	5.2336511476812	3.06087757866226	0.00564008171322626	0.053741977635177	-2.40448088541513
39034	229779_at	0.522625988233832	3.27074440856742	3.06051690036402	0.0056448517968244	0.0537780574998038	-2.40526014278642
14541	205093_at	-0.70671998959317	5.47519442237567	-3.05984052242966	0.00565380757509598	0.0538490291032336	-2.40672138402087
27588	218302_at	-0.766137053920303	5.61198343842823	-3.05980553805959	0.00565427116747443	0.0538490291032336	-2.40679696056769
28763	219478_at	1.43178560539223	6.60716408992972	3.05952235059467	0.00565802514847888	0.0538753962022087	-2.40740871663651
47155	237905_at	0.178461770481383	2.40826469565840	3.05920053937626	0.00566229404360799	0.0539066562483487	-2.40810388315191
11557	202108_at	-0.441516341561802	6.3690235885217	-3.05825600029177	0.00567484146208957	0.053993722931499	-2.41014408362217
28407	219122_s_at	-0.440929456260319	4.12507845272142	-3.0581987359298	0.00567560303116288	0.053993722931499	-2.41026776657007
15328	205880_at	0.637231476834989	2.58319949986233	3.05814053723550	0.0056763771268451	0.053993722931499	-2.41039346662606
35959	226703_at	0.305346038433458	4.80405657531525	3.05789226617375	0.00567968049939507	0.0540024489627577	-2.41092968280304
12093	202644_s_at	0.666577192931722	7.97263527728222	3.05693627962966	0.00569241766726183	0.0540953569484304	-2.4129942664889
48192	238942_at	-0.55155096951181	3.71264707332071	-3.05616490687798	0.00570271514672494	0.0541688586947856	-2.41465996921158
36131	226875_at	1.21737975292011	5.3396201745101	3.05564647934209	0.00570964598860688	0.0541919146612391	-2.41577937038869
4611	1559125_at	-0.798558257593388	3.57208494819415	-3.05551221713609	0.0057114422566271	0.0541919146612391	-2.41606926056730
11487	202038_at	-0.385046779881320	8.22659858353951	-3.05546872177573	0.00571202428919997	0.0541919146612391	-2.41616317184729
51579	242329_at	0.307913273884436	4.56604277655991	3.05503064455239	0.00571788959601039	0.0542114934345517	-2.41710899998875
25634	216342_x_at	0.352968130335206	10.6571310895845	3.05479693984402	0.0057210209796408	0.0542114934345517	-2.41761355730198
13499	204051_s_at	0.304067769444998	2.87346703225954	3.05464484092843	0.00572305982239912	0.0542114934345517	-2.41794192356092
42903	233651_s_at	-0.9282303616175	5.87688667917954	-3.05443176368599	0.0057259172378505	0.0542114934345517	-2.41840192522805
33600	224332_s_at	-0.461362048354376	6.24807046685246	-3.05442475918523	0.0057260111931328	0.0542114934345517	-2.41841704667866
20276	210908_s_at	0.510101168060578	9.37526262101068	3.05442242401491	0.0057260425164067	0.0542114934345517	-2.41842208788616
24873	215579_at	0.419349386579023	5.38877555440499	3.05419557034346	0.00572908624942166	0.0542309194402925	-2.41891181652498
48702	239452_at	-0.314160656486852	4.56547755933431	-3.05393951146037	0.00573252370343235	0.0542536626701418	-2.41946457602347
14134	204686_at	1.11891355696541	5.2511149887323	3.05372104447454	0.00573545807468531	0.0542536626701418	-2.41993617091288
16260	206813_at	0.440407772145185	4.14028597825396	3.0532200362371	0.00574219289735582	0.0542832002746758	-2.42101762548177
48919	239669_at	-0.328401739796847	2.83388078922767	-3.05321093347869	0.00574231533187495	0.0542832002746758	-2.42103727366254
44522	235272_at	0.257287994093138	3.48202482790767	3.05319333849967	0.0057425519961358	0.0542832002746758	-2.42107525212205
42326	233072_at	0.209874255085449	2.64103868226749	3.05253586518861	0.00575140218164245	0.0543480667613725	-2.42249433602089
14326	204878_s_at	0.362776496122818	5.52874175074514	3.05241247203793	0.00575306462665662	0.0543543819703561	-2.42276065334718
41559	232304_at	0.762779910265564	4.53835346909988	3.05206960646681	0.00575768639552338	0.0543886495637942	-2.42350063228426
21735	212429_s_at	-0.38974724329823	7.09618175021423	-3.0510868222454	0.00577095395612521	0.0544763307236094	-2.42562151666671
23442	214142_at	-1.85308388789032	9.99746245494983	-3.05074743294285	0.00577554252979304	0.0544918852922742	-2.42635386952436
7473	1564084_at	0.181551261455578	2.79728427056784	3.05001747166284	0.00578542356482218	0.0545658156644217	-2.42792891262436
31757	222477_s_at	-0.44758263900657	6.68141387016816	-3.04977085910604	0.00578876547958916	0.0545673846239563	-2.42846099729585
11349	201900_s_at	-0.421596006080168	7.96893634770793	-3.04960699451609	0.00579098708046142	0.0545673846239563	-2.42881453790059
18196	208780_x_at	-0.520407977782876	10.0041640620839	-3.04958278950121	0.00579131531044098	0.0545673846239563	-2.42886675999979
27149	217863_at	0.446377332358641	4.61930401141565	3.04956341080116	0.00579157810649874	0.0545673846239563	-2.42890856925236
16420	206973_at	0.240824861313029	3.12876175137025	3.04932032142123	0.00579487563493717	0.0545743375278845	-2.42943302212902
31954	222674_at	0.269371099383219	4.9415530373619	3.04930410126605	0.00579509572699459	0.0545743375278845	-2.42946801570304
15546	206099_at	0.519018836986145	3.98685527738103	3.04928827085128	0.00579531053839776	0.0545743375278845	-2.4295021683761
39259	230004_at	0.461659815240296	3.83261703639744	3.04910414241472	0.00579780963870604	0.0545790705916413	-2.42989940357756
45055	235805_at	-0.955557754193258	4.21413617321293	-3.04898093985864	0.00579948239558133	0.0545854191734221	-2.43016519322151
28717	219432_at	0.63176627621709	3.36503195925208	3.04848655949877	0.00580619941064382	0.0546227542173718	-2.43123169703341
36346	227090_at	0.275664809646657	4.07952350135176	3.04818910509619	0.00581024444929874	0.0546396827081886	-2.43187334914494
11545	202096_s_at	-0.82179431962018	7.56524495080422	-3.04788171123964	0.00581442750060703	0.0546696171273756	-2.43253641645454
23652	214352_s_at	-0.668788065181612	8.81113329149877	-3.04763963163405	0.00581772378637368	0.0546743067149961	-2.43305857859034
31240	221959_at	0.51995784531923	3.10854056638831	3.04756003148863	0.00581880805721557	0.0546743067149961	-2.43323027139625
49181	239931_at	0.276842894301106	3.60766209270254	3.04688166929744	0.00582805623452818	0.0547317867256522	-2.43469338756174
22584	213282_at	-0.502532191475892	5.47813844020411	-3.04680628156652	0.00582908487503915	0.0547317867256522	-2.43485597870844
27465	218179_s_at	-0.353956271794578	4.17614939726725	-3.04673563797868	0.00583004894175031	0.0547317867256522	-2.43500833658454
36655	227399_at	1.02320067906773	2.9526058050923	3.04664411988501	0.00583129810896012	0.0547341157265913	-2.43520571270924
34819	225561_at	-0.517771575762649	6.30320178067051	-3.04642183637174	0.00583433321775091	0.0547532043735892	-2.43568509962647
29086	219801_at	0.383447819520307	3.48737867348724	3.04588437612624	0.00584167809852538	0.0548033201847761	-2.43684415486925
32961	223684_s_at	-0.267415746391473	5.30944420138937	-3.04575312642802	0.00584347309480774	0.0548107550966913	-2.43712718814243
39391	230136_at	-0.457039023384797	3.65894693447817	-3.04547353452922	0.00584729861621618	0.0548278257317132	-2.43773009791991
17248	207808_s_at	0.699424423967061	5.58564180828596	3.04522252928624	0.00585073505156594	0.0548404928157019	-2.43827134524413
23573	214273_x_at	0.427865223872239	5.4772438595862	3.04490236646703	0.00585512112032235	0.0548516223430247	-2.43896169306156
12338	202888_s_at	-2.12800298116802	8.95260428830769	-3.04469671751223	0.00585794007449757	0.0548516223430247	-2.43940510656816
17542	208112_x_at	0.410692003023263	7.37698239346046	3.04406941299543	0.00586654697963965	0.0549133545717367	-2.44075760761517
27472	218186_at	-1.74594140784298	7.42033075953452	-3.04400233188961	0.00586746808245242	0.0549133545717367	-2.44090223150841
843	1553425_at	0.216837210053718	2.78816521133812	3.04362285524679	0.00587268136386567	0.0549516854806282	-2.44172034288114
21841	212535_at	0.367672299868632	6.63755003118201	3.04355792373027	0.00587357384451379	0.0549516854806282	-2.44186032434437
30327	221042_s_at	-1.07090253301639	5.61304409208858	-3.04338984314745	0.00587588470999384	0.0549559741624741	-2.44222267247605
34832	225574_at	-0.52037660712868	5.66583773416163	-3.04337836694018	0.00587604252316093	0.0549559741624741	-2.44224741259901
36482	227226_at	-0.67519393154682	3.99165423744645	-3.04274112922636	0.00588481179077472	0.0550161739372867	-2.44362109658033
27896	218610_s_at	-0.311710493824908	2.94118721318684	-3.04259029093430	0.00588688937417178	0.0550161739372867	-2.44394623999721
12322	202872_at	-0.476183576266382	4.28962902507568	-3.04254520924584	0.00588751044731714	0.0550161739372867	-2.44404341578288
28128	218843_at	0.279155775117990	5.67110985490361	3.04225666405154	0.00589148711615413	0.0550345221383439	-2.44466537572323
27279	217993_s_at	-0.312674533592254	9.05076781871891	-3.04208363151238	0.00589387305252499	0.0550376841358604	-2.44503833675061
21859	212553_at	0.293523466330504	7.03809347052204	3.04203640773832	0.00589452437995581	0.0550376841358604	-2.44514012325718
19018	209607_x_at	-0.993070746017674	7.86464772699944	-3.04194015519858	0.00589585214419267	0.0550376841358604	-2.44534758484846
28157	218872_at	0.498091134004355	4.07223412160318	3.04177368892069	0.00589814915682164	0.0550497277482457	-2.44570637823802
31867	222587_s_at	-1.36721973890741	6.19378609223052	-3.0415578053467	0.00590112934368477	0.0550681424929109	-2.44617167183337
33573	224304_x_at	0.420434954190333	4.74143407439551	3.04121411131411	0.00590587689037176	0.0550992512739514	-2.44691240846114
34471	225213_at	-0.431209028089563	8.01065045230014	-3.04112856120643	0.00590705918979864	0.0550992512739514	-2.44709678276069
33691	224428_s_at	-1.18675956357454	6.52438220898809	-3.04103261355363	0.00590838545363922	0.0550992512739514	-2.44730356303192
35273	226016_at	0.699599239210368	6.44691333983349	3.04102476074029	0.00590849401406817	0.0550992512739514	-2.44732048680200
14821	205373_at	0.62208859347608	3.00338443823765	3.04066292822202	0.00591349821173465	0.0551365134254079	-2.4481002614167
15672	206225_at	-0.240446918806929	2.46488172141949	-3.04046178259608	0.00591628184761779	0.0551436600781627	-2.44853372871146
11080	201631_s_at	0.870635815976616	7.59159354043851	3.03991569587060	0.00592384544556409	0.055176533174824	-2.44971048476721
13865	204417_at	-0.9233571246877	6.09315376147827	-3.03971245042459	0.0059266628784788	0.0551791639673337	-2.45014843489716
23968	214671_s_at	-0.617948080454687	5.4256878667701	-3.03962515300560	0.00592787340986659	0.0551791639673337	-2.45033653849411
10760	201311_s_at	0.782513264302871	7.6062358027396	3.03962287271878	0.00592790503321646	0.0551791639673337	-2.45034145190023
36943	227688_at	1.09829344996385	3.4287424715258	3.03960414368677	0.00592816477629846	0.0551791639673337	-2.45038180788320
27897	218611_at	-0.410564719959739	6.72786335941859	-3.03912105118076	0.00593486831383897	0.0552284077630132	-2.45142270746947
21535	212228_s_at	-0.663659605075428	7.960170536593	-3.03901879067406	0.00593628824574107	0.0552284077630132	-2.45164303566030
28721	219436_s_at	0.731136265850036	4.16440996466792	3.03885024168451	0.00593862933500856	0.0552371449942508	-2.45200618117845
31931	222651_s_at	0.722123912221575	4.67638058075818	3.03860252954074	0.00594207158483653	0.0552371449942508	-2.45253987252398
36689	227433_at	-0.47148158133081	6.57045535540088	-3.03857342075474	0.00594247621136138	0.0552371449942508	-2.45260258575721
23335	214035_x_at	0.52068876889134	8.54794960116813	3.03844374383035	0.00594427910660415	0.0552378724329264	-2.45288196449183
836	1553415_at	-0.231309376285295	2.02729258794883	-3.03842246040361	0.00594457505981415	0.0552378724329264	-2.45292781751370
29227	219942_at	0.200203819297012	3.97213687189869	3.03815261248344	0.00594832861441072	0.055253969927439	-2.45350916703141
38621	229366_at	-0.459310230100297	4.03112856581983	-3.03803778304870	0.00594992657001844	0.0552562565777663	-2.45375654480353
19301	209894_at	1.05598128099454	4.12718154667472	3.03798968328354	0.00595059604444239	0.0552562565777663	-2.45386016533858
15203	205755_at	0.456267390949951	2.97681403840198	3.03769508600868	0.00595469796352643	0.0552849568951957	-2.45449479735822
35958	226702_at	-1.15853371022108	6.28230164403409	-3.03761685957484	0.00595578763082241	0.0552856856901893	-2.45466331148747
11185	201736_s_at	-0.596938817693894	7.1133349781563	-3.03717417153235	0.00596195773526637	0.0553257673502847	-2.45561691084882
13545	204097_s_at	0.359447854427998	4.33844314055778	3.03651449028577	0.00597116365231201	0.0553755438107046	-2.45703783641623
54237	36030_at	0.518499993425124	4.90673377579128	3.03648720630945	0.00597154469698974	0.0553755438107046	-2.45709660233729
52139	242889_x_at	0.420786110204474	5.25257154253343	3.03598615218144	0.00597854651484463	0.0554255668740853	-2.45817576689309
46381	237131_at	0.274661467814399	3.45298151577785	3.03595611568772	0.00597896650065578	0.0554255668740853	-2.45824045691933
24166	214870_x_at	0.514032944505702	9.02796780298386	3.03554099472067	0.00598477384202065	0.0554699965778062	-2.45913448310498
10452	201003_x_at	-0.819781045093404	7.66021133619121	-3.03532004151046	0.00598786708086784	0.0554892597705846	-2.45961031986260
11335	201886_at	-0.48092874541886	5.9917170860474	-3.03516037338229	0.00599010331434569	0.055494073166628	-2.45995416682551
11097	201648_at	0.288857284416709	8.79650663266448	3.03513801936563	0.0059904164577858	0.055494073166628	-2.46000230586327
41148	231893_at	0.280861583746609	2.88819132797174	3.03414668537022	0.00600431926692328	0.0555663771020701	-2.46213698835038
22500	213197_at	0.258401770405944	2.45246254137705	3.03406034194568	0.00600553164386526	0.0555679128260414	-2.46232290239349
39713	230458_at	0.214887765016253	2.82880193484178	3.03375076535884	0.00600988044669966	0.0555896148576051	-2.46298946335410
14241	204793_at	0.946162166886638	4.60148917233691	3.03314106696676	0.00601845408699886	0.055652245520767	-2.46430214948166
15762	206315_at	0.298234946358822	3.93429413441667	3.03255774159125	0.00602666786931859	0.0556968750744898	-2.46555795693994
10108	200659_s_at	-0.511497055117379	6.8850621641004	-3.03242011551867	0.00602860734688305	0.0556968750744898	-2.46585423026833
10547	201098_at	-0.491094429291432	8.15411661423481	-3.03218891951562	0.0060318667967764	0.0557175734268879	-2.46635192351530
34094	224835_at	0.54609705182812	5.95383120928226	3.03203145069958	0.0060340877947594	0.0557286740166335	-2.46669089644170
40020	230765_at	-0.264365396587863	2.31940298005374	-3.03184978991063	0.00603665098148246	0.0557358872006783	-2.46708193723716
27464	218178_s_at	-0.53743640842695	7.65256447716219	-3.0312719278011	0.00604481142600262	0.0557900176766869	-2.46832577469252
39895	230640_at	0.681138401021397	4.10689819593719	3.03074556262907	0.00605225386676527	0.0558398549047235	-2.46945868451913
10459	201010_s_at	0.387720351353671	11.2343455922324	3.03052719044889	0.00605534408246801	0.0558589400554983	-2.46992867000531
45121	235871_at	-0.858099093125058	6.19788089391413	-3.03020753321129	0.0060598703316256	0.0558848278057975	-2.47061661934330
32470	223191_at	-0.549486350885359	7.18178262373084	-3.0301150225218	0.00606118086128468	0.0558848278057975	-2.47081571059152
12049	202600_s_at	-0.797476991877275	6.99855035126124	-3.03005840357014	0.00606198307391281	0.0558848278057975	-2.47093755843711
29308	220023_at	-0.756042008810505	6.2170513469635	-3.02978329881365	0.00606588238211997	0.0559089884090373	-2.47152958983577
19681	210280_at	0.300319466968285	3.70129990557057	3.02936031591047	0.00607188240277661	0.0559442430492285	-2.47243981678410
43264	234013_at	0.343519595960638	2.75959405971237	3.02928862088574	0.00607289996313854	0.0559442430492285	-2.47259409403241
19388	209981_at	0.240936237091717	4.48242962582493	3.02922520079739	0.0060738002147274	0.0559442430492285	-2.47273056362046
27212	217926_at	0.336600963902816	7.66667653273808	3.02898212301277	0.00607725190481951	0.055962621076691	-2.47325361653217
28130	218845_at	0.406529155018956	6.76964399185119	3.02894053813989	0.0060778425963126	0.055962621076691	-2.47334309688068
21335	212028_at	-0.309837601588662	5.8030178249629	-3.02852714708443	0.00608371760202301	0.055997855200439	-2.47423258565112
13935	204487_s_at	-0.652636778001017	6.05076341805765	-3.02821112926460	0.00608821244432074	0.0560297955551652	-2.47491252517759
10110	200661_at	-0.97729941740642	9.14668519039121	-3.02798622452052	0.00609141329380274	0.056040387319311	-2.47539640999130
32496	223217_s_at	-0.692851005931379	7.02960898252608	-3.02770120151792	0.00609547207070959	0.0560588621473586	-2.47600961941690
39218	229963_at	0.473949913060788	4.23133042484729	3.02727120062363	0.00610160027529215	0.0561057845697273	-2.47693469662258
13886	204438_at	0.757848388322563	5.66780178576845	3.02703870107077	0.00610491623314004	0.0561173999742655	-2.47743486005574
37133	227878_s_at	-0.479845713453712	6.17465597583522	-3.02669881964533	0.00610976680966704	0.0561475758771185	-2.47816600081111
19135	209726_at	0.561705619338789	4.04925245376983	3.02656992173466	0.00611160732876723	0.0561475758771185	-2.47844327288145
22798	213496_at	0.276201541531484	2.29809922518920	3.0264460451182	0.0061133766513052	0.0561475758771185	-2.47870973924852
28765	219480_at	0.376436203789393	3.86623139256664	3.02617479275093	0.006117252651882	0.0561586370801171	-2.47929320500996
10399	200950_at	-0.575632756207916	7.96783169882043	-3.02585557178104	0.00612181711332567	0.0561783065913194	-2.47997982504219
14815	205367_at	0.609084330758563	5.26566110242548	3.02567055940681	0.00612446405690769	0.0561888897642236	-2.48037775945562
26811	217525_at	0.650410193775795	4.16623100129611	3.02544555765448	0.00612768460405465	0.0561981414431657	-2.48086169214932
28039	218754_at	0.323865954119293	6.62662576572431	3.02541724481331	0.00612808997318982	0.0561981414431657	-2.48092258626264
42461	233208_x_at	-0.46827749005772	3.91049723755677	-3.02505394706131	0.00613329377586226	0.0562220718401834	-2.48170393232693
13811	204363_at	-0.638759875662668	5.79223221432554	-3.02503604629401	0.00613355029249912	0.0562220718401834	-2.48174243062404
37983	228728_at	1.29775399252897	6.97806836841944	3.02401282312612	0.00614823014706941	0.0563329367422645	-2.48394287605204
36053	226797_at	-0.587503537508208	5.73740370802993	-3.02396127524318	0.00614897058029876	0.0563329367422645	-2.48405372216428
10446	200997_at	-0.267483276668014	7.42579073654067	-3.02383310976368	0.00615081191912619	0.0563403655014616	-2.48432931985792
31199	221918_at	0.414607343566975	6.89003483353976	3.02328828909407	0.00615864520878859	0.0563816501958096	-2.48550081073495
11144	201695_s_at	-0.83362301441919	7.00695283536442	-3.02268018802079	0.00616739964461363	0.0564267631087736	-2.48680827021206
13372	203924_at	-0.944607647044707	4.84992914276507	-3.0226754134222	0.00616746842867912	0.0564267631087736	-2.48681853551697
28817	219532_at	0.396804607790671	2.65665130388589	3.02182340082208	0.0061797545412136	0.0565297104803168	-2.48865024484809
50193	240943_at	0.324826988780904	3.38122240653663	3.02129317119327	0.00618741237283897	0.0565430004153386	-2.48979006169406
14851	205403_at	-1.39462839244270	6.80143405258732	-3.0210701385854	0.00619063623974146	0.0565535566262096	-2.49026948365622
49210	239960_x_at	-0.600464109709808	3.06060796003378	-3.02074009973054	0.00619540980897196	0.0565877098739629	-2.49097889614514
27039	217753_s_at	-0.670887817701278	10.4702227659289	-3.0203827134665	0.00620058290869658	0.056616043843184	-2.49174705663395
44750	235500_at	-0.390380254586641	4.23522003895584	-3.02027440130608	0.00620215152610661	0.0566209107847519	-2.49197985397266
36492	227236_at	1.60063470299304	3.92892327505364	3.02013736758751	0.00620413664605678	0.0566295778168872	-2.49227437833145
42153	232899_at	0.369770590407373	4.14938918396263	3.01881423816206	0.00622333539503484	0.0567713999118723	-2.49511788546946
35148	225890_at	-0.441072088086947	6.66382092832586	-3.01878037192361	0.00622382754589415	0.0567713999118723	-2.49519066011621
27161	217875_s_at	0.473370566899277	5.4831100973542	3.0180702029583	0.00623415647564137	0.0568283874144629	-2.49671665654373
34924	225666_at	-0.76372117862668	5.94110876931015	-3.01806497281317	0.00623423260561406	0.0568283874144629	-2.49672789444119
34289	225031_at	0.452862767917627	4.04184708319538	3.01790387577124	0.00623657797087539	0.0568398121943618	-2.49707403630138
42115	232861_at	-0.23691540771464	2.19887759395046	-3.01783608817212	0.0062375651242098	0.0568398121943618	-2.49721968622052
23404	214104_at	0.616179125481746	3.46659314131264	3.01692238069921	0.00625088559214864	0.0569110135658192	-2.49918277085003
54302	37996_s_at	0.95565493695117	3.96713189512846	3.01673858799187	0.00625356830890935	0.0569110135658192	-2.49957761765741
35710	226453_at	0.327958329399026	5.99104378177487	3.01668198350613	0.00625439475479974	0.0569110135658192	-2.49969922066165
51302	242052_at	0.473222355935728	3.11271692871628	3.01651092054791	0.00625689297310926	0.0569110135658192	-2.50006670843767
29335	220050_at	0.372997253903264	3.77295771627775	3.01648192493108	0.00625731652258473	0.0569110135658192	-2.50012899774875
23146	213845_at	0.359148575990599	2.65709683996355	3.01645794709215	0.00625766679635916	0.0569110135658192	-2.50018050752852
30694	221410_x_at	0.262391419393953	3.97671584276301	3.01644407338743	0.00625786947522094	0.0569110135658192	-2.50021031128557
19606	210201_x_at	0.40952540529519	6.12055133852309	3.01618187236239	0.00626170111605052	0.0569272376998789	-2.50077356624571
20433	211068_x_at	-0.398928811572297	8.27270798324731	-3.01617949629594	0.00626173584868901	0.0569272376998789	-2.50077867037449
28980	219695_at	-0.416763663312867	5.94197852299446	-3.01609171662485	0.00626301911569823	0.0569274897483519	-2.50096723247215
40525	231270_at	-1.05962599442217	5.14200960411196	-3.01603516633302	0.00626384596846978	0.0569274897483519	-2.50108870866050
19028	209617_s_at	0.260050008865465	2.56979153125728	3.01589793058309	0.00626585300337866	0.0569291353104511	-2.50138350222523
37320	228065_at	0.347803421175587	5.46312716438742	3.01571453002081	0.00626853614998882	0.0569322614619001	-2.50177745320909
36438	227182_at	0.674866975084782	4.23916937256287	3.01523400015694	0.00627557152585973	0.0569527831241692	-2.50280960323808
38858	229603_at	-0.487376442077821	3.17272291680498	-3.01483296920188	0.0062814487720507	0.0569757802968743	-2.50367094399462
10454	201005_at	-0.91266952766406	10.6935829386361	-3.014612997124	0.00628467478251138	0.0569841780653084	-2.50414338414312
36419	227163_at	-0.906520060493246	5.16964344586486	-3.01445493276771	0.00628699386469721	0.0569931134425808	-2.50448285485524
14937	205489_at	-0.518067961380162	5.89979537341869	-3.0141319252289	0.00629173550905062	0.0570103810005539	-2.50517654764379
11111	201662_s_at	-0.742432771233042	6.66296169414568	-3.01374026032026	0.0062974896271672	0.0570436125522476	-2.50601764953958
10309	200860_s_at	-0.272751749770761	8.80646407185495	-3.01302373508460	0.00630802948822685	0.0571201577126206	-2.50755627716216
15429	205981_s_at	-0.543176872887654	5.39230083894984	-3.01265816014512	0.00631341350368426	0.0571594441652487	-2.50834123670043
28041	218756_s_at	-1.70478945011085	7.86930282790376	-3.01254461580336	0.00631508662903929	0.057165126066676	-2.50858503043491
25065	215771_x_at	0.385144489457037	3.52979058506903	3.01221328947017	0.00631997130083261	0.0571848865697668	-2.50929640800817
48663	239413_at	-0.478510159424117	4.39461752941229	-3.01178484315873	0.00632629316971116	0.0572192024903156	-2.51021626160177
32639	223361_at	-0.915490668756512	7.76390093449227	-3.01145496518232	0.0063311647661233	0.0572517420773803	-2.51092445804598
27258	217972_at	-0.550561774231366	6.79933542007543	-3.01132857665890	0.00633303221004108	0.0572517420773803	-2.51119578621916
22219	212914_at	0.792815305486954	6.08106836930837	3.01077874042072	0.00634116242925917	0.057296819669434	-2.51237610980476
15641	206194_at	0.216984050594985	4.24616363383342	3.01029586791203	0.00634831074443848	0.05733676566541	-2.51341261235809
